ID,taxonID,binomial,habitat,importance,season,suitability,class_id,habitat_2,responseClass
92612,22683652,Chloroceryle americana,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),No,resident,Suitable,505,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),RCU
95512,22683652,Chloroceryle americana,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),No,resident,Suitable,507,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),RCU
16771,22683655,Chloroceryle inda,Forest - Subtropical/Tropical Moist Lowland,No,resident,Suitable,106,Forest - Subtropical/Tropical Moist Lowland,NHS
22567,22683655,Chloroceryle inda,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,No,resident,Suitable,107,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,NHS
24118,22683655,Chloroceryle inda,Forest - Subtropical/Tropical Swamp,No,resident,Suitable,108,Forest - Subtropical/Tropical Swamp,NHS
83122,22683655,Chloroceryle inda,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Yes,resident,Suitable,501,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),NHS
89567,22683655,Chloroceryle inda,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",No,resident,Suitable,504,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",NHS
16772,22683658,Chloroceryle aenea,Forest - Subtropical/Tropical Moist Lowland,No,resident,Suitable,106,Forest - Subtropical/Tropical Moist Lowland,MCU
22568,22683658,Chloroceryle aenea,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,No,resident,Suitable,107,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,MCU
29945,22683658,Chloroceryle aenea,Forest - Subtropical/Tropical Moist Montane,No,resident,Suitable,109,Forest - Subtropical/Tropical Moist Montane,MCU
35911,22683658,Chloroceryle aenea,Marine Intertidal - Rocky Shoreline,NA,resident,Marginal,1201,Marine Intertidal - Rocky Shoreline,MCU
36336,22683658,Chloroceryle aenea,"Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc",NA,resident,Marginal,1202,"Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc",MCU
36649,22683658,Chloroceryle aenea,Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches,NA,resident,Marginal,1203,Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches,MCU
43963,22683658,Chloroceryle aenea,Artificial/Terrestrial - Plantations,No,resident,Suitable,1403,Artificial/Terrestrial - Plantations,MCU
83123,22683658,Chloroceryle aenea,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Yes,resident,Suitable,501,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),MCU
89568,22683658,Chloroceryle aenea,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",No,resident,Suitable,504,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",MCU
92613,22683658,Chloroceryle aenea,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),No,resident,Suitable,505,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),MCU
7960,22684318,Coccycua cinerea,Forest - Subtropical/Tropical Dry,Yes,breeding,Suitable,105,Forest - Subtropical/Tropical Dry,NHS
16878,22684318,Coccycua cinerea,Forest - Subtropical/Tropical Moist Lowland,No,breeding,Suitable,106,Forest - Subtropical/Tropical Moist Lowland,NHS
58523,22684318,Coccycua cinerea,Savanna - Moist,No,non-breeding,Suitable,202,Savanna - Moist,NHS
58524,22684318,Coccycua cinerea,Savanna - Moist,No,breeding,Suitable,202,Savanna - Moist,NHS
7963,22684331,Coccyzus americanus,Forest - Subtropical/Tropical Dry,No,breeding,Suitable,105,Forest - Subtropical/Tropical Dry,NHS
16881,22684331,Coccyzus americanus,Forest - Subtropical/Tropical Moist Lowland,Yes,breeding,Suitable,106,Forest - Subtropical/Tropical Moist Lowland,NHS
24122,22684331,Coccyzus americanus,Forest - Subtropical/Tropical Swamp,No,breeding,Suitable,108,Forest - Subtropical/Tropical Swamp,NHS
49818,22684331,Coccyzus americanus,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,No,breeding,Suitable,1406,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,NHS
58525,22684331,Coccyzus americanus,Savanna - Moist,No,non-breeding,Suitable,202,Savanna - Moist,NHS
63389,22684331,Coccyzus americanus,Shrubland - Subtropical/Tropical Dry,No,breeding,Suitable,305,Shrubland - Subtropical/Tropical Dry,NHS
16882,22684334,Coccyzus euleri,Forest - Subtropical/Tropical Moist Lowland,Yes,non-breeding,Suitable,106,Forest - Subtropical/Tropical Moist Lowland,NHS
16883,22684334,Coccyzus euleri,Forest - Subtropical/Tropical Moist Lowland,Yes,breeding,Suitable,106,Forest - Subtropical/Tropical Moist Lowland,NHS
49819,22684334,Coccyzus euleri,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,No,non-breeding,Suitable,1406,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,NHS
49820,22684334,Coccyzus euleri,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,No,breeding,Suitable,1406,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,NHS
63390,22684334,Coccyzus euleri,Shrubland - Subtropical/Tropical Dry,No,non-breeding,Suitable,305,Shrubland - Subtropical/Tropical Dry,NHS
63391,22684334,Coccyzus euleri,Shrubland - Subtropical/Tropical Dry,No,breeding,Suitable,305,Shrubland - Subtropical/Tropical Dry,NHS
66493,22684334,Coccyzus euleri,Shrubland - Subtropical/Tropical Moist,No,breeding,Suitable,306,Shrubland - Subtropical/Tropical Moist,NHS
66494,22684334,Coccyzus euleri,Shrubland - Subtropical/Tropical Moist,No,non-breeding,Suitable,306,Shrubland - Subtropical/Tropical Moist,NHS
7964,22684337,Coccyzus minor,Forest - Subtropical/Tropical Dry,No,non-breeding,Suitable,105,Forest - Subtropical/Tropical Dry,NHS
7965,22684337,Coccyzus minor,Forest - Subtropical/Tropical Dry,No,breeding,Suitable,105,Forest - Subtropical/Tropical Dry,NHS
16884,22684337,Coccyzus minor,Forest - Subtropical/Tropical Moist Lowland,No,non-breeding,Suitable,106,Forest - Subtropical/Tropical Moist Lowland,NHS
16885,22684337,Coccyzus minor,Forest - Subtropical/Tropical Moist Lowland,No,breeding,Suitable,106,Forest - Subtropical/Tropical Moist Lowland,NHS
22601,22684337,Coccyzus minor,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,Yes,breeding,Suitable,107,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,NHS
22602,22684337,Coccyzus minor,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,Yes,non-breeding,Suitable,107,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,NHS
49821,22684337,Coccyzus minor,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,No,non-breeding,Suitable,1406,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,NHS
49822,22684337,Coccyzus minor,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,No,breeding,Suitable,1406,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,NHS
7966,22684343,Coccyzus melacoryphus,Forest - Subtropical/Tropical Dry,Yes,breeding,Suitable,105,Forest - Subtropical/Tropical Dry,NHS
7967,22684343,Coccyzus melacoryphus,Forest - Subtropical/Tropical Dry,Yes,non-breeding,Suitable,105,Forest - Subtropical/Tropical Dry,NHS
16888,22684343,Coccyzus melacoryphus,Forest - Subtropical/Tropical Moist Lowland,No,non-breeding,Suitable,106,Forest - Subtropical/Tropical Moist Lowland,NHS
16889,22684343,Coccyzus melacoryphus,Forest - Subtropical/Tropical Moist Lowland,No,breeding,Suitable,106,Forest - Subtropical/Tropical Moist Lowland,NHS
22603,22684343,Coccyzus melacoryphus,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,No,breeding,Suitable,107,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,NHS
22604,22684343,Coccyzus melacoryphus,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,No,non-breeding,Suitable,107,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,NHS
42441,22684343,Coccyzus melacoryphus,Artificial/Terrestrial - Pastureland,No,non-breeding,Suitable,1402,Artificial/Terrestrial - Pastureland,NHS
42442,22684343,Coccyzus melacoryphus,Artificial/Terrestrial - Pastureland,No,breeding,Suitable,1402,Artificial/Terrestrial - Pastureland,NHS
43988,22684343,Coccyzus melacoryphus,Artificial/Terrestrial - Plantations,No,non-breeding,Suitable,1403,Artificial/Terrestrial - Plantations,NHS
43989,22684343,Coccyzus melacoryphus,Artificial/Terrestrial - Plantations,No,breeding,Suitable,1403,Artificial/Terrestrial - Plantations,NHS
49823,22684343,Coccyzus melacoryphus,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,No,breeding,Suitable,1406,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,NHS
49824,22684343,Coccyzus melacoryphus,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,No,non-breeding,Suitable,1406,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,NHS
16893,22684376,Piaya melanogaster,Forest - Subtropical/Tropical Moist Lowland,Yes,resident,Suitable,106,Forest - Subtropical/Tropical Moist Lowland,NHS
56183,22684376,Piaya melanogaster,Savanna - Dry,No,resident,Suitable,201,Savanna - Dry,NHS
63395,22684376,Piaya melanogaster,Shrubland - Subtropical/Tropical Dry,No,resident,Suitable,305,Shrubland - Subtropical/Tropical Dry,NHS
16894,22684379,Coccycua minuta,Forest - Subtropical/Tropical Moist Lowland,Yes,resident,Suitable,106,Forest - Subtropical/Tropical Moist Lowland,NHS
22605,22684379,Coccycua minuta,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,No,resident,Suitable,107,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,NHS
49826,22684379,Coccycua minuta,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,No,resident,Suitable,1406,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,NHS
63396,22684379,Coccycua minuta,Shrubland - Subtropical/Tropical Dry,No,resident,Suitable,305,Shrubland - Subtropical/Tropical Dry,NHS
66497,22684379,Coccycua minuta,Shrubland - Subtropical/Tropical Moist,No,resident,Suitable,306,Shrubland - Subtropical/Tropical Moist,NHS
75372,22684379,Coccycua minuta,Grassland - Subtropical/Tropical Dry,No,resident,Suitable,405,Grassland - Subtropical/Tropical Dry,NHS
16898,22684428,Opisthocomus hoazin,Forest - Subtropical/Tropical Moist Lowland,Yes,resident,Suitable,106,Forest - Subtropical/Tropical Moist Lowland,NHS
89586,22684428,Opisthocomus hoazin,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",No,resident,Suitable,504,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",NHS
16899,22684431,Crotophaga major,Forest - Subtropical/Tropical Moist Lowland,No,breeding,Suitable,106,Forest - Subtropical/Tropical Moist Lowland,NHS
16900,22684431,Crotophaga major,Forest - Subtropical/Tropical Moist Lowland,No,non-breeding,Suitable,106,Forest - Subtropical/Tropical Moist Lowland,NHS
22606,22684431,Crotophaga major,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,No,breeding,Suitable,107,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,NHS
22607,22684431,Crotophaga major,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,No,non-breeding,Suitable,107,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,NHS
24123,22684431,Crotophaga major,Forest - Subtropical/Tropical Swamp,Yes,breeding,Suitable,108,Forest - Subtropical/Tropical Swamp,NHS
24124,22684431,Crotophaga major,Forest - Subtropical/Tropical Swamp,Yes,non-breeding,Suitable,108,Forest - Subtropical/Tropical Swamp,NHS
89587,22684431,Crotophaga major,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",No,breeding,Suitable,504,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",NHS
89588,22684431,Crotophaga major,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",No,non-breeding,Suitable,504,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",NHS
93853,22684431,Crotophaga major,Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha),No,non-breeding,Suitable,506,Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha),NHS
93854,22684431,Crotophaga major,Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha),No,breeding,Suitable,506,Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha),NHS
95526,22684431,Crotophaga major,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),No,non-breeding,Suitable,507,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),NHS
95527,22684431,Crotophaga major,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),No,breeding,Suitable,507,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),NHS
22608,22684434,Crotophaga ani,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,NA,resident,Marginal,107,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,RCU
42443,22684434,Crotophaga ani,Artificial/Terrestrial - Pastureland,No,resident,Suitable,1402,Artificial/Terrestrial - Pastureland,RCU
48337,22684434,Crotophaga ani,Artificial/Terrestrial - Urban Areas,No,resident,Suitable,1405,Artificial/Terrestrial - Urban Areas,RCU
49827,22684434,Crotophaga ani,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,Yes,resident,Suitable,1406,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,RCU
63400,22684434,Crotophaga ani,Shrubland - Subtropical/Tropical Dry,No,resident,Suitable,305,Shrubland - Subtropical/Tropical Dry,RCU
66499,22684434,Crotophaga ani,Shrubland - Subtropical/Tropical Moist,No,resident,Suitable,306,Shrubland - Subtropical/Tropical Moist,RCU
89589,22684434,Crotophaga ani,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",No,resident,Suitable,504,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",RCU
92630,22684434,Crotophaga ani,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),No,resident,Suitable,505,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),RCU
49829,22684441,Guira guira,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,Yes,non-breeding,Suitable,1406,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,NHS
49830,22684441,Guira guira,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,Yes,breeding,Suitable,1406,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,NHS
56184,22684441,Guira guira,Savanna - Dry,No,breeding,Suitable,201,Savanna - Dry,NHS
56185,22684441,Guira guira,Savanna - Dry,No,non-breeding,Suitable,201,Savanna - Dry,NHS
63402,22684441,Guira guira,Shrubland - Subtropical/Tropical Dry,No,non-breeding,Suitable,305,Shrubland - Subtropical/Tropical Dry,NHS
63403,22684441,Guira guira,Shrubland - Subtropical/Tropical Dry,No,breeding,Suitable,305,Shrubland - Subtropical/Tropical Dry,NHS
75374,22684441,Guira guira,Grassland - Subtropical/Tropical Dry,No,breeding,Suitable,405,Grassland - Subtropical/Tropical Dry,NHS
75375,22684441,Guira guira,Grassland - Subtropical/Tropical Dry,No,non-breeding,Suitable,405,Grassland - Subtropical/Tropical Dry,NHS
77124,22684441,Guira guira,Grassland - Subtropical/Tropical Seasonally Wet/Flooded,No,breeding,Suitable,406,Grassland - Subtropical/Tropical Seasonally Wet/Flooded,NHS
77125,22684441,Guira guira,Grassland - Subtropical/Tropical Seasonally Wet/Flooded,No,non-breeding,Suitable,406,Grassland - Subtropical/Tropical Seasonally Wet/Flooded,NHS
89591,22684441,Guira guira,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",No,breeding,Suitable,504,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",NHS
89592,22684441,Guira guira,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",No,non-breeding,Suitable,504,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",NHS
49831,22684444,Tapera naevia,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,Yes,non-breeding,Suitable,1406,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,NHS
49832,22684444,Tapera naevia,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,Yes,breeding,Suitable,1406,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,NHS
66501,22684444,Tapera naevia,Shrubland - Subtropical/Tropical Moist,No,non-breeding,Suitable,306,Shrubland - Subtropical/Tropical Moist,NHS
66502,22684444,Tapera naevia,Shrubland - Subtropical/Tropical Moist,No,breeding,Suitable,306,Shrubland - Subtropical/Tropical Moist,NHS
77126,22684444,Tapera naevia,Grassland - Subtropical/Tropical Seasonally Wet/Flooded,No,non-breeding,Suitable,406,Grassland - Subtropical/Tropical Seasonally Wet/Flooded,NHS
77127,22684444,Tapera naevia,Grassland - Subtropical/Tropical Seasonally Wet/Flooded,No,breeding,Suitable,406,Grassland - Subtropical/Tropical Seasonally Wet/Flooded,NHS
7974,22684452,Dromococcyx phasianellus,Forest - Subtropical/Tropical Dry,No,resident,Suitable,105,Forest - Subtropical/Tropical Dry,FS
16901,22684452,Dromococcyx phasianellus,Forest - Subtropical/Tropical Moist Lowland,Yes,resident,Suitable,106,Forest - Subtropical/Tropical Moist Lowland,FS
24125,22684452,Dromococcyx phasianellus,Forest - Subtropical/Tropical Swamp,No,resident,Suitable,108,Forest - Subtropical/Tropical Swamp,FS
16902,22684455,Dromococcyx pavoninus,Forest - Subtropical/Tropical Moist Lowland,Yes,resident,Suitable,106,Forest - Subtropical/Tropical Moist Lowland,NHS
29980,22684455,Dromococcyx pavoninus,Forest - Subtropical/Tropical Moist Montane,No,resident,Suitable,109,Forest - Subtropical/Tropical Moist Montane,NHS
63405,22684455,Dromococcyx pavoninus,Shrubland - Subtropical/Tropical Dry,No,resident,Suitable,305,Shrubland - Subtropical/Tropical Dry,NHS
16904,22684478,Neomorphus rufipennis,Forest - Subtropical/Tropical Moist Lowland,Yes,resident,Suitable,106,Forest - Subtropical/Tropical Moist Lowland,FS
24135,22685516,Anodorhynchus hyacinthinus,Forest - Subtropical/Tropical Swamp,Yes,non-breeding,Suitable,108,Forest - Subtropical/Tropical Swamp,NHS
24136,22685516,Anodorhynchus hyacinthinus,Forest - Subtropical/Tropical Swamp,Yes,breeding,Suitable,108,Forest - Subtropical/Tropical Swamp,NHS
56227,22685516,Anodorhynchus hyacinthinus,Savanna - Dry,Yes,non-breeding,Suitable,201,Savanna - Dry,NHS
56228,22685516,Anodorhynchus hyacinthinus,Savanna - Dry,Yes,breeding,Suitable,201,Savanna - Dry,NHS
58540,22685516,Anodorhynchus hyacinthinus,Savanna - Moist,Yes,breeding,Suitable,202,Savanna - Moist,NHS
58541,22685516,Anodorhynchus hyacinthinus,Savanna - Moist,Yes,non-breeding,Suitable,202,Savanna - Moist,NHS
75400,22685516,Anodorhynchus hyacinthinus,Grassland - Subtropical/Tropical Dry,Yes,breeding,Suitable,405,Grassland - Subtropical/Tropical Dry,NHS
75401,22685516,Anodorhynchus hyacinthinus,Grassland - Subtropical/Tropical Dry,Yes,non-breeding,Suitable,405,Grassland - Subtropical/Tropical Dry,NHS
8026,22685533,Cyanopsitta spixii,Forest - Subtropical/Tropical Dry,Yes,resident,Suitable,105,Forest - Subtropical/Tropical Dry,NHS
63469,22685533,Cyanopsitta spixii,Shrubland - Subtropical/Tropical Dry,Yes,resident,Suitable,305,Shrubland - Subtropical/Tropical Dry,NHS
8027,22685539,Ara ararauna,Forest - Subtropical/Tropical Dry,No,resident,Suitable,105,Forest - Subtropical/Tropical Dry,NHS
17034,22685539,Ara ararauna,Forest - Subtropical/Tropical Moist Lowland,Yes,resident,Suitable,106,Forest - Subtropical/Tropical Moist Lowland,NHS
24138,22685539,Ara ararauna,Forest - Subtropical/Tropical Swamp,No,resident,Suitable,108,Forest - Subtropical/Tropical Swamp,NHS
56231,22685539,Ara ararauna,Savanna - Dry,No,resident,Suitable,201,Savanna - Dry,NHS
8030,22685563,Ara macao,Forest - Subtropical/Tropical Dry,No,resident,Suitable,105,Forest - Subtropical/Tropical Dry,FS
17038,22685563,Ara macao,Forest - Subtropical/Tropical Moist Lowland,Yes,resident,Suitable,106,Forest - Subtropical/Tropical Moist Lowland,FS
22650,22685563,Ara macao,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,No,resident,Suitable,107,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,FS
17039,22685566,Ara chloropterus,Forest - Subtropical/Tropical Moist Lowland,Yes,resident,Suitable,106,Forest - Subtropical/Tropical Moist Lowland,NHS
30051,22685566,Ara chloropterus,Forest - Subtropical/Tropical Moist Montane,No,resident,Suitable,109,Forest - Subtropical/Tropical Moist Montane,NHS
56232,22685566,Ara chloropterus,Savanna - Dry,No,resident,Suitable,201,Savanna - Dry,NHS
58543,22685566,Ara chloropterus,Savanna - Moist,No,resident,Suitable,202,Savanna - Moist,NHS
17040,22685577,Ara severus,Forest - Subtropical/Tropical Moist Lowland,Yes,resident,Suitable,106,Forest - Subtropical/Tropical Moist Lowland,FS
24139,22685577,Ara severus,Forest - Subtropical/Tropical Swamp,No,resident,Suitable,108,Forest - Subtropical/Tropical Swamp,FS
8031,22685585,Orthopsittaca manilatus,Forest - Subtropical/Tropical Dry,Yes,non-breeding,Suitable,105,Forest - Subtropical/Tropical Dry,NHS
8032,22685585,Orthopsittaca manilatus,Forest - Subtropical/Tropical Dry,Yes,breeding,Suitable,105,Forest - Subtropical/Tropical Dry,NHS
17041,22685585,Orthopsittaca manilatus,Forest - Subtropical/Tropical Moist Lowland,No,breeding,Suitable,106,Forest - Subtropical/Tropical Moist Lowland,NHS
17042,22685585,Orthopsittaca manilatus,Forest - Subtropical/Tropical Moist Lowland,No,non-breeding,Suitable,106,Forest - Subtropical/Tropical Moist Lowland,NHS
44055,22685585,Orthopsittaca manilatus,Artificial/Terrestrial - Plantations,No,breeding,Suitable,1403,Artificial/Terrestrial - Plantations,NHS
44056,22685585,Orthopsittaca manilatus,Artificial/Terrestrial - Plantations,No,non-breeding,Suitable,1403,Artificial/Terrestrial - Plantations,NHS
46235,22685585,Orthopsittaca manilatus,Artificial/Terrestrial - Rural Gardens,No,breeding,Suitable,1404,Artificial/Terrestrial - Rural Gardens,NHS
46236,22685585,Orthopsittaca manilatus,Artificial/Terrestrial - Rural Gardens,No,non-breeding,Suitable,1404,Artificial/Terrestrial - Rural Gardens,NHS
58544,22685585,Orthopsittaca manilatus,Savanna - Moist,No,non-breeding,Suitable,202,Savanna - Moist,NHS
58545,22685585,Orthopsittaca manilatus,Savanna - Moist,No,breeding,Suitable,202,Savanna - Moist,NHS
8033,22685606,Primolius maracana,Forest - Subtropical/Tropical Dry,Yes,resident,Suitable,105,Forest - Subtropical/Tropical Dry,NHS
17044,22685606,Primolius maracana,Forest - Subtropical/Tropical Moist Lowland,Yes,resident,Suitable,106,Forest - Subtropical/Tropical Moist Lowland,NHS
22651,22685606,Primolius maracana,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,Yes,resident,Suitable,107,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,NHS
56233,22685606,Primolius maracana,Savanna - Dry,Yes,resident,Suitable,201,Savanna - Dry,NHS
8034,22685628,Primolius auricollis,Forest - Subtropical/Tropical Dry,Yes,resident,Suitable,105,Forest - Subtropical/Tropical Dry,NHS
17045,22685628,Primolius auricollis,Forest - Subtropical/Tropical Moist Lowland,No,resident,Suitable,106,Forest - Subtropical/Tropical Moist Lowland,NHS
42468,22685628,Primolius auricollis,Artificial/Terrestrial - Pastureland,No,resident,Suitable,1402,Artificial/Terrestrial - Pastureland,NHS
56234,22685628,Primolius auricollis,Savanna - Dry,Yes,resident,Suitable,201,Savanna - Dry,NHS
58546,22685628,Primolius auricollis,Savanna - Moist,Yes,resident,Suitable,202,Savanna - Moist,NHS
30053,22685648,Psittacara acuticaudatus,Forest - Subtropical/Tropical Moist Montane,No,resident,Suitable,109,Forest - Subtropical/Tropical Moist Montane,NHS
56235,22685648,Psittacara acuticaudatus,Savanna - Dry,No,resident,Suitable,201,Savanna - Dry,NHS
58547,22685648,Psittacara acuticaudatus,Savanna - Moist,No,resident,Suitable,202,Savanna - Moist,NHS
68972,22685648,Psittacara acuticaudatus,Shrubland - Subtropical/Tropical High Altitude,No,resident,Suitable,307,Shrubland - Subtropical/Tropical High Altitude,NHS
17050,22685682,Psittacara leucophthalmus,Forest - Subtropical/Tropical Moist Lowland,Yes,resident,Suitable,106,Forest - Subtropical/Tropical Moist Lowland,NHS
22652,22685682,Psittacara leucophthalmus,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,No,resident,Suitable,107,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,NHS
24140,22685682,Psittacara leucophthalmus,Forest - Subtropical/Tropical Swamp,No,resident,Suitable,108,Forest - Subtropical/Tropical Swamp,NHS
49873,22685682,Psittacara leucophthalmus,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,No,resident,Suitable,1406,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,NHS
56238,22685682,Psittacara leucophthalmus,Savanna - Dry,No,resident,Suitable,201,Savanna - Dry,NHS
58548,22685682,Psittacara leucophthalmus,Savanna - Moist,No,resident,Suitable,202,Savanna - Moist,NHS
17052,22685707,Aratinga jandaya,Forest - Subtropical/Tropical Moist Lowland,Yes,resident,Suitable,106,Forest - Subtropical/Tropical Moist Lowland,NHS
44059,22685707,Aratinga jandaya,Artificial/Terrestrial - Plantations,No,resident,Suitable,1403,Artificial/Terrestrial - Plantations,NHS
49874,22685707,Aratinga jandaya,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,No,resident,Suitable,1406,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,NHS
8039,22685710,Aratinga auricapillus,Forest - Subtropical/Tropical Dry,Yes,resident,Suitable,105,Forest - Subtropical/Tropical Dry,NHS
17053,22685710,Aratinga auricapillus,Forest - Subtropical/Tropical Moist Lowland,Yes,resident,Suitable,106,Forest - Subtropical/Tropical Moist Lowland,NHS
42469,22685710,Aratinga auricapillus,Artificial/Terrestrial - Pastureland,No,non-breeding,Suitable,1402,Artificial/Terrestrial - Pastureland,NHS
44060,22685710,Aratinga auricapillus,Artificial/Terrestrial - Plantations,No,non-breeding,Suitable,1403,Artificial/Terrestrial - Plantations,NHS
56240,22685710,Aratinga auricapillus,Savanna - Dry,No,resident,Suitable,201,Savanna - Dry,NHS
63471,22685710,Aratinga auricapillus,Shrubland - Subtropical/Tropical Dry,No,resident,Suitable,305,Shrubland - Subtropical/Tropical Dry,NHS
17054,22685732,Aratinga weddellii,Forest - Subtropical/Tropical Moist Lowland,Yes,resident,Suitable,106,Forest - Subtropical/Tropical Moist Lowland,NHS
